question,choices,answer,answer_letter,category,country,image_id,question_type,annotation_id,model_answer,Evaluation,run_time
ما هي المحافظة التي تربطها الجسور بالعاصمة والتي تظهر في الصورة؟,['A. محافظة العاصمةB. محافظة المحرقC. محافظة الجنوبD. محافظة الشمال'],محافظة المحرق,B,Geography,Bahrain,57664.png,multiple_choice,15076,محافظة المحرق,1.0,1.66
الظاهر في الصورة هو بوابة باب الخليل في سور القدس، وهي بوابة ضخمة مبنية من الحجارة البيضاء ذات النقوش والتفاصيل المعمارية الدقيقة.,[],'TRUE',nan,Architecture,Palestine,3132,true_false,1180,صواب/خطأ: TRUE,0.0,1.68
النبات الذي يظهر في الصورة ينتمي إلى عائلة الكرنبية.,[],'TRUE',nan,Flora,Morocco,36464.png,true_false,16903,صواب,0.0,1.54
ما هو اللباس التقليدي الذي يظهر في الصورة ويستخدم في المناسبات والاحتفالات؟,['A. القفطانB. الدشداشةC. الجبة الحريرD. الثوب التقليدي'],الجبة الحرير,C,Clothes,Tunisia,5893.png,multiple_choice,16949,A. القفطان,0.0,2.85
كما يظهر في الصورة، البندير هو آلة موسيقية حديثة تم إدخالها حديثاً في الموسيقى التقليدية الجزائرية.,[],'FALSE',nan,Music,Algeria,38784.png,true_false,26625,FALSE,0.714,1.03
في أي فترة يمكن أن تكون هذه الصورة قد أُخذت؟,['A. القرن العشرينB. القرن السابع عشرC. القرن الثامن عشرD. نهاية القرن التاسع عشر'],نهاية القرن التاسع عشر,D,Clothes,Algeria,55482.png,multiple_choice,26447,A. القرن العشرين,0.0,1.33
الصخور التي تظهر في الصورة متناثرة بشكل طبيعي وتعكس جمال الطبيعة وقسوتها في آن واحد.,[],'TRUE',nan,Geography,UAE,9387.png,true_false,10796,صواب,0.0,1.77
ما هو النوع من الملابس التقليدية الذي يظهر في الصورة ويغطي الرأس وبدون أكمام؟,['A. الثوبB. القفطانC. البرنوسD. الجلباب'],البرنوس,C,Clothes,Algeria,8223.png,multiple_choice,26356,C. البرنوس,0.7,1.11
ما هو النوع من اللحم الذي يظهر في الصورة ويتم شويه على الشواية؟,['A. اللحم السمكيB. اللحم البقريC. اللحم الضانيD. اللحم الدجاج'],اللحم الضاني,C,Food,Sudan,101074,multiple_choice,16514,اللحم البقري,0.75,2.05
ما هي الميزة المعمارية التي يظهر في الصورة وتشير إلى وجود مستوطنة حضرية قديمة؟,['A. أسوار ضخمةB. مباني سكنية حديثةC. حدائق زراعيةD. منشآت صناعية'],أسوار ضخمة,A,Architecture,Yemen,497,multiple_choice,497,A. أسوار ضخمة,0.769,1.75
الظاهر في الصورة يشير إلى معلم ديني وثقافي مهم في فلسطين. هل هذا المعلم هو الدير الفرنسيسكاني في الناصرة؟,[],'TRUE',nan,Architecture,Palestine,3061,true_false,785,FALSE,0.0,1.49
ما هي البوابة التي تؤدي إلى شوارع وأزقة ضيقة وهي الظاهر في الصورة؟,['A. البوابة الشمالية للجامع الصلاحي الكبيرB. بوابة حمام الشفاءC. بوابة قصر طوقانD. بوابة مصبنة طوقان'],البوابة الشمالية للجامع الصلاحي الكبير,A,Architecture,Palestine,2965,multiple_choice,9067,A. البوابة الشمالية للجامع الصلاحي الكبير,0.927,1.87
ما هي المادة المحلية التي تستخدم في بناء المساجد اليمنية كما يظهر في الصورة؟,['A. البلاستيك والمعادنB. الخشب والزجاجC. الصلب والخرسانةD. الحجارة والطين'],الحجارة والطين,D,Architecture,Yemen,540,multiple_choice,3064,الحجارة والطين,1.0,1.83
ما هو الشكل المميز الذي يظهر في الصورة ويعلو المبنى؟,['A. نافذة مزخرفةB. طاقية تشبه شكل المبخرةC. قبة كبيرةD. شرفة مربعة'],طاقية تشبه شكل المبخرة,B,Architecture,Egypt,107068,multiple_choice,518,B. طاقية تشبه شكل المبخرة,0.88,1.07
القبة التي يظهر في الصورة تتميز بدائرة مركزية كبيرة محاطة بنقوش هندسية وزخارف نباتية متقنة.,[],'TRUE',nan,Architecture,Iraq,78024,true_false,15908,صواب,0.0,1.51
ما هو المطار الذي يظهر في الصورة ويلعب دورًا مهمًا في الربط بين المدينة والعالم الخارجي؟,['A. مطار جدةB. مطار القاهرةC. مطار بورتسودان الدوليD. مطار الخرطوم الدولي'],مطار بورتسودان الدولي,C,Geography,Sudan,54900.png,multiple_choice,19811,لا أستطيع تحديد المطار بناءً على الصورة فقط.,0.0,1.26
ما هو السبب الذي أدى إلى نقل المعابد من مكانها الأصلي كما يظهر في الصورة؟,['A. الحروبB. الفيضاناتC. بناء السد العاليD. الزلازل'],بناء السد العالي,C,LandMarks,Egypt,19661,multiple_choice,17719,C. بناء السد العالي,0.842,1.54
ما هو المعلم الديني الذي يظهر في الصورة ويشير إلى وجود مسجد في القرية؟,['A. المئذنةB. القبةC. البئرD. المنارة'],المئذنة,A,Geography,Kuwait,58586.png,multiple_choice,17497,A. المئذنة,0.7,1.45
ما هي المنشآت الصناعية التي يظهر في الصورة في جنوب جزيرة سترة؟,['A. مجمعات الصناعات الخفيفةB. خزانات تخزين النفطC. محطات توليد الكهرباءD. مواقع التنقيب عن النفط'],خزانات تخزين النفط,B,Geography,Bahrain,54753.png,multiple_choice,14763,B. خزانات تخزين النفط,0.857,1.31
ما هي المنطقة التي تقع فيها المحمية التي تظهر في الصورة؟,['A. جبال طوروسB. جبال الأطلسC. سلسلة جبال لبنان الغربيةD. جبال الهرمل'],سلسلة جبال لبنان الغربية,C,Geography,Lebanon,47027.png,multiple_choice,13557,C. سلسلة جبال لبنان الغربية,0.889,1.48
ما هي السلسلة الجبلية التي يظهر في الصورة وتمتد عبر شمال سلطنة عمان وبعض أجزاء الإمارات العربية المتحدة؟,['A. جبال الهضبةB. الجبال السوداءC. جبال السرواتD. جبال الحجر'],جبال الحجر,D,Geography,UAE,33659.png,multiple_choice,10713,جبال الحجر,1.0,1.69
ما هي النباتات التي تحيط بقصر المنار وتضفي جواً من الطبيعة والهدوء؟,['A. أشجار نخيلB. أشجار الزيتونC. أشجار السروD. أشجار الصنوبر'],أشجار نخيل,A,LandMarks,Libya,131561,multiple_choice,18053,أشجار نخيل,1.0,1.05
ما هي البيئة المحيطة بالجزر الظاهر في الصورة؟,['A. الجبال الشاهقةB. الغابات الكثيفةC. الرمال والصحراءD. البحيرات الطبيعية'],الرمال والصحراء,C,Geography,UAE,50325.png,multiple_choice,15634,C. الرمال والصحراء,0.833,1.75
ما هو النصب المعماري الذي يظهر في الصورة وسط الدوار؟,['A. برج كهرمانةB. نصب الرياضة بالسدC. نافورة الماءD. نصب الشعلة'],نصب الرياضة بالسد,B,Geography,Qatar,47727.png,multiple_choice,14088,A. برج كهرمانة,0.0,1.27
ما هي الميزة المعمارية التي يظهر في الصورة وتقع على تلة استراتيجية مرتفعة؟,['A. قلعة بعلبك' 'B. قلعة شاما' 'C. قلعة طرابلس' 'D. قلعة صيدا'],قلعة شاما,B,Architecture,Lebanon,18844,multiple_choice,11861,قلعة شاما,1.0,1.16
يحتاج الوصول إلى المعلم الجغرافي الذي يظهر في الصورة من مواطني دول مجلس التعاون الخليجي إلى جوازات سفر.,[],'FALSE',,Geography,Oman,10058.png,true_false,10391,FALSE,0.714,1.09
ما هو المشروع السياحي المميز الذي تم إنشاؤه على قمة الجبل الظاهر في الصورة؟,"['A. مسبح أولمبي' 'B. أطول حبل انزلاقي بالعالم' 'C. متحف فني'
 'D. متحف تاريخي']",أطول حبل انزلاقي بالعالم,B,Geography,UAE,606.png,multiple_choice,15038,B. أطول حبل انزلاقي بالعالم,0.889,1.95
ما هو الموقع الأثري الذي ينتمي إليه النحت الظاهر في الصورة؟,['A. بابل' 'B. كالح' 'C. أور' 'D. نينوى'],كالح,B,Architecture,Iraq,78333,multiple_choice,17101,ب. كالح,0.571,1.59
ما هو المظهر المميز لحيوان عناق الأرض، والذي يساعده على تحديد موقع الفريسة بدقة؟,['A. ذيل طويل' 'B. عيون خضراء' 'C. أرجل قصيرة' 'D. آذان طويلة سوداء'],آذان طويلة سوداء,D,Geography,Libya,17916.png,multiple_choice,19204,آذان طويلة سوداء,1.0,1.96
تستخدم الآلة التي تظهر في الصورة في الموسيقى الدينية فقط.,[],'FALSE',,Music,Algeria,5226.png,true_false,26647,FALSE,0.714,1.12
كما يظهر في الصورة، فإن الجدران مبنية من الحجارة القديمة ذات الألوان البنيّة والبيضاء.,[],'TRUE',,Architecture,Palestine,2974,true_false,9081,صواب/خطأ: TRUE,0.0,1.7
ما هو اللباس التقليدي الذي يظهر في الصورة ويغطي جسم الرجل بالكامل من الرقبة إلى الكاحلين؟,['A. الدشداشة' 'B. الثوب' 'C. الجلباب' 'D. القشابية'],القشابية,D,Clothes,Morocco,68440.png,multiple_choice,25988,C. الجلباب,0.0,1.93
ما هو الاستخدام الثقافي والتاريخي للنبات كما يظهر في الصورة في المجتمعات المحلية المغربية؟,"['A. الزيتون يستخدم في صناعة الأدوات الموسيقية.'
 'B. ريتاما سفيروكاربا يستخدم في صناعة السلال والصناديق التقليدية.'
 'C. النخيل يستخدم في صناعة الأثاث.'
 'D. اللوز يستخدم في صناعة الملابس التقليدية.']",ريتاما سفيروكاربا يستخدم في صناعة السلال والصناديق التقليدية.,B,Flora,Morocco,31975.png,multiple_choice,16931,B. ريتاما سفيروكاربا يستخدم في صناعة السلال والصناديق التقليدية.,0.953,1.84
