id,question,arabic_question,translation_time_sec
389,A pentagon is cut into smaller parts as shown in the diagram. The numbers in the triangles state the area of the according triangle. How big is the area $P$ of the grey quadrilateral? <image1>,قُسِّم خماسي الأضلاع إلى أجزاء أصغر كما هو موضح في الشكل. تشير الأرقام الموجودة في المثلثات إلى مساحة كل مثلث على التوالي. ما هي مساحة الشكل الرباعي الرمادي $P$؟,25.64
390,"The diagram shows a spiral of consecutive numbers starting with 1. In which order will the numbers 625, 626 and 627 appear in the spiral? <image1>",يوضح الشكل حلزوناً من الأعداد المتتالية يبدأ بالرقم 1. بأي ترتيب ستظهر الأعداد 625 و 626 و 627 في هذا الحلزون؟,21.08
391,A game marker in the shape of a regular tetrahedron has one marked area. That side is placed on the triangle marked START. The marker is then moved within the diagram always to the next adjacent triangle by rolling it around an edge. On which triangle is the marker when it is on the marked side again for the first time? <image1>,"لدينا علامة لعبة على شكل رباعي الأوجه منتظم، ويحتوي هذا الشكل على وجه معلم واحد. يُوضع هذا الوجه على المثلث المعلم عليه ""البداية"" (START). بعد ذلك، تُنقل العلامة داخل الرسم التخطيطي دائمًا إلى المثلث المجاور التالي عن طريق تدحرجها حول حافة. على أي مثلث ستكون العلامة عندما تعود إلى الوجه المعلم للمرة الأولى؟",28
392,A part of a polynomial of degree five is illegible due to an ink stain. It is known that all zeros of the polynomial are integers. What is the highest power of $x-1$ that divides this polynomial? <image1>,جزء من كثير حدود من الدرجة الخامسة غير مقروء بسبب بقعة حبر. ومن المعروف أن جميع أصفار كثير الحدود هي أعداد صحيحة. ما هي أعلى قوة لـ $x-1$ تقسم هذا كثير الحدود؟,20.68
393,The big square shown is split into four small squares. The circle touches the right side of the square in its midpoint. How big is the side length of the big square? (Hint: The diagram is not drawn to scale.) <image1>,المربع الكبير الموضح مقسم إلى أربعة مربعات صغيرة. تلامس الدائرة الجانب الأيمن من المربع في نقطة منتصفه. ما هو طول ضلع المربع الكبير؟ (تلميح: الرسم التخطيطي ليس بمقياس حقيقي.),18.98
394,The numbers from 1 to 11 are written in the empty hexagons. The sums of the three numbers in three hexagons with a common bold point are always equal. Three of the eleven numbers are already written in (see diagram). Which number is written in the hexagon with the question mark? <image1>,تُكتب الأرقام من 1 إلى 11 في السداسيات الفارغة. مجموع الأرقام الثلاثة في ثلاث سداسيات تتشارك في نقطة سميكة مشتركة يكون دائمًا مساويًا. تم بالفعل كتابة ثلاثة من الأحد عشر رقمًا في (انظر الرسم التخطيطي). ما هو الرقم المكتوب في السداسي الذي يحمل علامة الاستفهام؟,22.17
395,"Two identical cylindrical glasses contain the same amount of water. The left glass is upright, while the right one rests against the other one at a slant. The water level in both glasses is at the same height. The water level in the leaning glass touches its bottom in exactly one point (see diagram). The bases of both glasses have an area of $3 \pi \mathrm{cm}^{2}$. How much water is in each glass? <image1>","يحتوي كوبان أسطوانيان متطابقان على نفس كمية الماء. الكوب الأيسر عمودي، بينما يستند الكوب الأيمن على الآخر بميلان. مستوى الماء في الكوبين على نفس الارتفاع. يلامس مستوى الماء في الكوب المائل قاعه في نقطة واحدة بالضبط (انظر الشكل). تبلغ مساحة قاعدتي الكوبين $3 \pi \mathrm{cm}^{2}$. كم هي كمية الماء في كل كوب؟",30.49
396,"There are 10 boxes in the first van. Every further van contains twice as many boxes as the previous one. How many boxes are there in the fifth van?
<image1>",يوجد 10 صناديق في العربة الأولى. وتحتوي كل عربة تالية على ضعف عدد الصناديق الموجودة في العربة التي سبقتها. فكم عدد الصناديق في العربة الخامسة؟,16.68
397,"In the picture the distance $KM=10, LN=15, KN=22$. Find the distance $LM$.
<image1>","في الشكل، لدينا المسافات $KM=10$ و $LN=15$ و $KN=22$. أوجد المسافة $LM$.",17.3
398,"Chris constructed the brick on the picture using red and blue cubes of the same size. The outside of the brick is completely red, but all cubes used inside are blue. How many blue cubes did Chris use?
<image1>","بنى كريس الطوبة الموجودة في الصورة باستخدام مكعبات حمراء وزرقاء متساوية الحجم. السطح الخارجي للطوبة أحمر بالكامل، لكن جميع المكعبات المستخدمة في الداخل زرقاء. كم عدد المكعبات الزرقاء التي استخدمها كريس؟",23.86
399,"This table shows the quantity of different types of flowers in the botanical garden. Ted was told by the gardener that there were 35 azaleas, 50 irises and 85 roses in the garden. What is the number of gerberas growing in the garden?
<image1>","يوضح هذا الجدول عدد أنواع مختلفة من الزهور في الحديقة النباتية. أخبره البستاني تيد أنه يوجد 35 أزاليا، و 50 زنبقة، و 85 وردة في الحديقة. ما هو عدد زهور الجيربرة التي تنمو في الحديقة؟",23.56
400,"The construction in the picture is built of cubes of the same size and weighs 189 grams. How many grams does one cube weigh?
<image1>",البناء في الصورة مصنوع من مكعبات متساوية الحجم ويزن 189 جرامًا. كم يزن المكعب الواحد بالجرام؟,13.74
401,"If the length of the side of a little square is 1, what is the area of the letter N?
<image1>","إذا كان طول ضلع مربع صغير هو 1، فما هي مساحة الحرف N؟",11.52
402,"I surrounded the wooden circle (see picture) using $a \mathrm{~cm}$ of thread. After that I surrounded by thread the wooden square –– $b \mathrm{~cm}$ of thread was enough for that. How much thread (in $\mathrm{cm}$ ) would be enough to surround the three wooden circles without moving them?
<image1>","لقد أحطت الدائرة الخشبية (انظر الصورة) باستخدام $a \mathrm{~cm}$ من الخيط. وبعد ذلك، أحطت المربع الخشبي بالخيط، وكان $b \mathrm{~cm}$ من الخيط كافياً لذلك. كم مقدار الخيط (بالسنتيمتر) سيكون كافياً لإحاطة الدوائر الخشبية الثلاث دون تحريكها؟",25.64
403,"The picture on the right has been drawn on paper and cut out to make a house. Which of the houses does it make?
<image1>
<image2>",الصورة على اليمين مرسومة على ورق ومقطوعة لتكوين منزل. أي المنازل تصنعه؟,3.38
404,"A bar-code is formed by 17 alternating black and white bars (the first and the last bars are black). The black bars are of two types: wide and narrow. The number of white bars is greater by 3 than the number of wide black bars. Then the number of narrow black bars is
<image1>","يتكون الباركود من 17 شريطًا متناوبًا أسود وأبيض (الشريط الأول والأخير أسود). هناك نوعان من الأشرطة السوداء: العريض والضيق. عدد الأشرطة البيضاء يزيد بمقدار 3 عن عدد الأشرطة السوداء العريضة. إذن، عدد الأشرطة السوداء الضيقة هو",5.2
