id,question,arabic_question,translation_time_sec
1084,"One vertex of the triangle on the left is connected to one vertex of the triangle on the right using a straight line so that no connecting line segment dissects either of the two triangles into two parts. In how many ways is this possible?
<image1>",عدد الطرق الممكنة لتوصيل رأس مثلث باليسار برأس مثلث باليمين بخط مستقيم دون تقسيم أي من المثلثين إلى جزأين هو 4 طرق.,4.19
1085,"Werner folds a piece of paper as shown in the diagram. With a pair of scissors he makes two straight cuts into the paper. Then is unfolds it again. Which on the following shapes are not possible for the piece of paper to show afterwards?
<image1>
<image2>","ما من الأشكال التالية التي لا يمكن أن تظهر على قطعة الورق بعد طيها وقصها كما هو موضح في الصور؟

<الصورة 1>
<الصورة 2>",4.22
1086,"A cuboid consists of three building blocks. Each building block has a different colour and is made up of 4 cubes. What does the white building block look like?
<image1>
<image2>",تتكون القطعة البناءية البيضاء من أربعة مكعبات، مثلها مثل القطع الأخرى، ولكن بلون أبيض.,3.54
1087,"Ms. Green plants peas (""Erbsen"") and strawberries (""Erdbeeren"") only in her garden. This year she has changed her pea-bed into a square-shaped bed by increasing one side by $3 \mathrm{~m}$. By doing this her strawberry-bed became $15 \mathrm{~m}^{2}$ smaller. What area did the pea-bed have before?
<image1>",حصلت سرير الفاصولياء على مساحة كانت أصغر بـ 15 مترًا مربعًا قبل التغيير.,3.48
1088,"Barbara wants to complete the grid shown on the right by inserting three numbers into the empty spaces. The sum of the first three numbers should be 100 , the sum of the middle three numbers 200 and the sum of the last three numbers 300. Which is the middle number in this grid?
<image1>",تريد باربرا إكمال الشبكة الموضحة على اليمين عن طريق إدراج ثلاثة أرقام في المساحات الفارغة. يجب أن يكون مجموع الأرقام الثلاثة الأولى 100، ومجموع الأرقام الثلاثة الوسطى 200، ومجموع الأرقام الثلاثة الأخيرة 300. ما هو الرقم الأوسط في هذه الشبكة؟,5.61
1089,"The diagram shows a five-pointed star. How big is the angle $A$?
<image1>",يُظهر الرسم التوضيحي نجمة ذات خمس زوايا. ما حجم الزاوية $A$؟,3.29
1090,"Three equally sized equilateral triangles are cut from the vertices of a large equilateral triangle of side length $6 \mathrm{~cm}$. The three little triangles together have the same perimeter as the remaining grey hexagon. What is the side-length of one side of one small triangle?
<image1>",ما هي طول ضلع أحد الأضلاع الصغيرة لأحد المثلثات المتساوية الأضلاع الثلاثة التي قُطعت من زوايا مثلث كبير متساوي الأضلاع بطول ضلع 6 سم؟,4.24
1091,"The diagram shows the 7 positions $1,2,3,4,5,6,7$ of the bottom side of a die which is rolled around its edge in this order. Which two of these positions were taken up by the same face of the die?
<image1>","يُظهر الرسم البياني المواضع السبع $1,2,3,4,5,6,7$ لوجه الأسفل من النرد الذي يُقلب حول حافته بهذا الترتيب. أي موضعين من هذه المواضع شغلهما نفس وجه النرد؟",4.76
1092,"In a square $A B C D M$ is the midpoint of $A B$. $M N$ is perpenticular to $A C$. Determine the ratio of the area of the grey triangle to the area of the square $A B C D$.
<image1>",تحديد نسبة مساحة المثلث الرمادي إلى مساحة المربع $ABCD$.,3.1
1093,"A piece of string is folded as shown in the diagram by folding it in the middle, then folding it in the middle again und finally folding it in the middle once more. Then this folded piece of string is cut so that several pieces emerge. Amongst the resulting pieces there are some with length $4 \mathrm{~m}$ and some with length $9 \mathrm{~m}$. Which of the following lengths cannot be the total length of the original piece of string?
<image1>",لا يمكن أن تكون الطول الإجمالي للسلسلة الأصلية هو 7 متر.,3.16
1094,"Three lines disect a big triangle into four triangles and three quadrilaterals. The sum of the perimeters of the three quadrialterals is $25 \mathrm{~cm}$. The sum of the perimeters of the four triangles is $20 \mathrm{~cm}$. The perimeter of the big triangle is $19 \mathrm{~cm}$. How big is the sum of the lengths of the three dissecting lines?
<image1>",كم يبلغ مجموع أطوال خطوط القطع الثلاثة؟,2.86
1095,"Triangle $A B C$ is equilateral and has area 9. The dividing lines are parallel to the sides, and divide the sides into three equal lengths. What is the area of the grey shaded part of the triangle?
<image1>",مساحة الجزء الرمادي المظلل من المثلث هي 3.,3.12
1096,"Melanie has a square piece of paper with a $4 \times 4$ grid drawn on it. She cuts along the gridlines and cuts several shapes out which all look either the same as the one pictured, or the same as its mirror image. How many squares are left over if she cuts out as many shapes as possible?
<image1>",تترك ميلاني مربعات عديدة بعد قص الأشكال بأقصى عدد ممكن، وذلك يعتمد على شكل القطع التي تقصها. إذا كانت القطع إما بنفس شكل الصورة المعروضة أو انعكاس لها، فستبقى شبكة 4x4 الأصلية مع أربعة مربعات في كل زاوية، مما يجعل العدد الإجمالي للمربعات المتبقية هو 16 مربعًا.,5.71
1097,"Anne plays 'sink the ship' with a friend, on a $5 \times 5$ grid. She has already drawn in a $1 \times 1$ ship and a $2 \times 2$ ship (as shown in the picture). She must also draw a (rectangular) $3 \times 1$ ship. Ships may be neither directly nor diagonally adjacent to each other. How many possible positions are there for the $3 \times 1$ ship?
<image1>",كم عدد المواضع الممكنة لسفن بحجم (3 × 1)؟,3.2
1098,"The five shapes pictured were cut out of paper. Four of them can be folded to form a cube. For which shape is this not possible.
<image1>",الشكل الذي لا يمكن طيه لتشكيل مكعب هو الشكل الخامس الموضح في الصورة.,3.18
1099,"In the $8 \times 6$ grid pictured, there are 24 squares that have not been cut by either of the two diagonals. Now we draw the two diagonals on a $10 \times 6$ grid. How many squares in this grid will not be cut by either of the two diagonals?
<image1>",في شبكة 8x6 المُصوّرة، هناك 24 مربعاً لم تقطعها أي من الخطين المُقَطّعين المُرسمين. الآن، عند رسم الخطين المذكورين على شبكة 10x6، كم عدد المربعات في هذه الشبكة التي لن تقطعها أي من الخطين؟,5.36
1100,"Johann stacked $1 \times 1$ cubes on the squares of a $4 \times 4$ grid. The diagram on the right shows the number of cubes that were stacked on top of each other above each square. What will Johann see if he looks from the back (hinten) at the tower?
<image1>
<image2>",سيُلاحظ يوهان عند النظر من الخلف إلى البرج، الارتفاع المتزايد للأعمدة من اليسار إلى اليمين، مع وجود أعلى ارتفاع في العمود الأيمن.,4.18
1101,"The sides of the rectangle $A B C D$ are parallel to the co-ordinate axes. The rectangle is positioned below the $x$-axis and to the right of the $y$-axis, as shown in the picture. The co-ordinates of the points $A, B, C, D$ are whole numbers. For each of the points we calculate the value of ( $y$ co-ordinate) $\div$(x co-ordinate). Which of the points will give the smallest value?
<image1>",أي من النقاط سيعطي أصغر قيمة لـ (الإحداثي الي) ÷ (الإحداثي الصادي)؟,3.6
